generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,2,205.0164,24.2753,6.0000,105,48,21.5654,51.1255,110.3130,0.1043,10.7795,29.9581,3.8735,98.8274,55.6470,149.6942
2,50,5,204.9997,31.9466,8.3500,169,45,25.4940,59.0073,111.5667,0.0967,16.5717,29.9581,20.5757,98.8274,66.3803,141.4008
3,50,16,289.9997,57.2219,22.2417,387,34,27.0859,57.8723,108.4855,0.0989,22.1317,29.9581,31.8745,98.8274,80.4141,137.4635
4,50,36,279.9997,122.3884,130.1164,946,14,27.9875,67.7475,113.1280,0.0964,24.8347,29.9581,44.2435,98.8274,91.5500,132.2201
5,50,46,209.9997,142.6427,147.4997,1138,4,28.1465,71.6483,115.6834,0.0942,25.4619,30.0000,47.6264,98.8274,94.5483,131.8878
6,50,50,209.9997,154.0996,149.9997,1241,0,28.2861,77.9837,121.3518,0.0939,25.7367,29.9581,59.3522,98.8274,104.3559,140.3838
7,50,50,219.9997,160.8996,159.9997,1309,0,28.4933,80.0500,122.8250,0.0937,26.3586,30.0000,69.0257,90.4673,109.8269,133.3680
8,50,50,209.9997,160.2996,159.9997,1303,0,28.6842,80.4775,122.8389,0.0936,27.1920,29.4534,71.2789,89.6413,114.7374,133.3313
9,50,50,249.9997,162.8996,157.4997,1329,0,28.7876,80.1349,123.0398,0.0919,26.5631,30.0000,70.7905,88.1033,117.4932,127.4508
10,50,50,204.9997,163.6996,164.9997,1337,0,28.8526,81.0046,122.7219,0.0912,27.3775,29.9953,74.1229,90.3271,117.1359,126.4532
11,50,50,224.9997,168.6996,169.9997,1387,0,28.9993,81.3388,121.6123,0.0915,28.2238,30.0000,72.7218,87.7328,111.0493,131.5268
12,50,50,229.9997,158.5996,159.9997,1286,0,28.9792,82.9637,122.0064,0.0923,28.0212,30.0000,74.0953,90.9500,112.9860,131.2329
13,50,50,244.9997,161.1996,159.9997,1312,0,29.0560,82.8855,121.2990,0.0923,27.6468,30.0000,70.4031,91.1660,115.6338,130.3316
14,50,50,234.9997,160.4996,154.9997,1305,0,29.0275,82.5642,121.7571,0.0915,27.4963,30.0000,74.6745,89.9516,114.1929,128.9459
15,50,50,249.9997,164.6996,164.9997,1347,0,29.0395,83.4007,123.0162,0.0920,27.4911,30.0000,78.3073,93.7993,114.4980,128.9459
16,50,50,224.9997,161.5996,162.4997,1316,0,29.0391,83.5955,123.2486,0.0932,27.1893,29.7571,78.6138,89.9127,115.4449,134.7051
17,50,50,229.9997,162.1996,159.9997,1322,0,29.1366,83.3748,123.6197,0.0934,27.3084,30.0000,76.1076,89.5791,116.5374,130.6132
18,50,50,214.9997,167.1996,164.9997,1372,0,29.0838,84.0521,124.2123,0.0927,27.4403,29.9397,80.8512,90.4169,121.4557,132.2398
19,50,50,239.9997,163.4996,157.4997,1335,0,29.2072,84.7988,123.5502,0.0926,27.6164,30.0000,79.6264,92.1224,115.2504,131.3994
20,50,50,244.9997,163.8996,162.4997,1339,0,29.1527,84.2622,123.9705,0.0935,27.7421,30.0000,74.6425,93.5360,119.8123,131.6284
21,50,50,239.9997,175.2997,169.9997,1453,0,29.1924,83.9931,124.1371,0.0930,27.2181,30.0000,74.6594,88.6901,118.2268,131.1095
22,50,50,209.9997,160.9996,159.9997,1310,0,29.0859,83.5226,124.6476,0.0932,27.5692,29.5763,73.4317,95.1102,116.2550,131.3507
23,50,50,219.9997,174.0997,177.4997,1441,0,28.9491,82.9832,124.1996,0.0942,27.3477,30.0000,77.2002,90.6044,114.8676,127.8456
24,50,50,204.9997,165.1996,162.4997,1352,0,28.9898,82.9671,123.7298,0.0947,27.2434,30.0000,78.2924,94.2422,114.3438,136.0459
25,50,50,234.9997,171.5997,172.4997,1416,0,29.0384,83.8037,124.0878,0.0938,27.2283,30.0000,71.6821,93.4487,117.5302,132.1916
26,50,50,224.9997,171.2996,169.9997,1413,0,29.0557,84.2566,124.8169,0.0939,27.1389,30.0000,74.8389,89.3909,118.8384,131.7521
27,50,50,224.9997,168.9996,164.9997,1390,0,29.0989,83.3961,124.7872,0.0939,27.2917,30.0000,76.7155,88.1928,121.5642,134.7129
28,50,50,214.9997,159.0996,154.9997,1291,0,29.0059,82.9367,124.9940,0.0940,26.8543,30.0000,75.2728,90.3006,118.0516,134.2688
29,50,50,254.9997,163.7996,159.9997,1338,0,29.1273,82.9057,123.9694,0.0958,27.8267,30.0000,72.0833,89.0350,115.3056,129.0805
30,50,50,209.9997,159.4996,154.9997,1295,0,29.2563,83.2573,124.3706,0.0968,28.3680,30.0000,75.3593,92.3041,115.7567,133.7345
