generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,8,110.0164,27.7013,11.3750,97,35,20.2942,48.9179,88.9113,0.0982,10.0081,29.9790,3.4403,98.2775,51.1784,149.4281
2,50,17,109.9997,38.7875,33.4415,169,18,25.1103,50.2753,97.3841,0.1028,12.4078,29.9790,4.7018,88.5161,57.6864,149.4281
3,50,44,154.9997,74.0674,72.4997,452,1,27.8808,58.6109,101.7328,0.1034,23.5798,29.8499,20.8299,88.5161,68.4647,135.0084
4,50,50,184.9997,123.1997,119.9997,932,0,28.3339,62.8225,101.2950,0.1048,26.4290,30.0000,27.4456,84.6484,76.6740,123.3918
5,50,50,184.9997,131.2997,127.4997,1013,0,28.2656,66.7199,100.6232,0.1081,26.0533,30.0000,45.5521,80.0098,85.8891,113.3398
6,50,50,184.9997,133.7997,129.9997,1038,0,28.2348,68.6322,97.9173,0.1099,26.9479,29.4628,58.8249,80.1197,86.7077,108.9031
7,50,50,194.9997,135.4996,132.4997,1055,0,28.0584,69.3949,97.9528,0.1116,25.7883,30.0000,61.5429,81.8289,88.7666,107.3964
8,50,50,184.9997,134.5997,134.9997,1046,0,28.0945,70.2005,98.3097,0.1127,26.2987,29.2227,59.0048,77.3046,86.9736,110.2030
9,50,50,174.9997,129.7997,127.4997,998,0,28.1012,70.5993,98.2412,0.1117,26.7192,30.0000,63.5772,83.6861,88.0282,105.2333
10,50,50,194.9997,134.3997,134.9997,1044,0,28.3071,70.0977,98.7482,0.1130,25.9543,30.0000,59.6586,87.0753,90.3799,103.1885
11,50,50,189.9997,138.2997,137.4997,1083,0,28.1968,70.7855,98.7110,0.1127,27.2621,29.4581,59.4748,87.0753,94.7044,106.0489
12,50,50,179.9997,134.6997,129.9997,1047,0,28.2874,72.0242,98.8848,0.1123,27.6905,29.7842,62.7019,84.6023,92.4675,106.7503
13,50,50,229.9997,135.7997,129.9997,1058,0,28.2964,73.0715,98.2929,0.1122,26.4849,29.1574,67.3548,87.1607,89.0091,108.2249
14,50,50,189.9997,132.9997,129.9997,1030,0,28.3574,73.8979,99.8064,0.1117,26.5355,29.1356,66.7691,80.0756,89.8516,109.1963
15,50,50,179.9997,140.6996,137.4997,1107,0,28.2961,73.2821,99.2028,0.1125,25.5958,29.9269,65.2516,81.6943,86.6460,107.2777
16,50,50,184.9997,135.2997,137.4997,1053,0,28.2326,73.7114,99.0950,0.1128,26.2782,29.5818,67.8816,86.5258,88.2469,109.5804
17,50,50,174.9997,127.4997,127.4997,975,0,28.0833,73.9067,99.7587,0.1125,26.2782,29.1447,66.4255,82.3221,88.5901,110.8071
18,50,50,204.9997,143.0996,142.4997,1131,0,28.0864,74.3827,101.7970,0.1124,26.7455,29.4740,69.2491,83.0026,94.7319,117.4549
19,50,50,179.9997,132.6996,134.9997,1027,0,28.0993,74.5846,101.4769,0.1125,26.6080,29.6365,71.0140,82.2267,93.5277,109.9868
20,50,50,169.9997,133.3997,134.9997,1034,0,28.0179,73.9177,102.6531,0.1134,26.3740,28.7913,62.7527,81.3246,94.3750,110.2146
21,50,50,204.9997,135.0997,132.4997,1051,0,28.2705,73.3509,102.6582,0.1141,27.5119,30.0000,64.4311,80.6177,95.7759,110.3747
22,50,50,189.9997,135.2997,129.9997,1053,0,28.0255,72.9949,102.5327,0.1143,26.6573,28.9692,64.3437,77.5284,94.7838,111.7404
23,50,50,189.9997,128.6997,122.4997,987,0,28.0318,73.1394,101.8302,0.1141,25.6495,29.7839,69.2747,80.4269,93.8924,108.0675
24,50,50,184.9997,134.4997,134.9997,1045,0,28.0256,73.5082,103.1413,0.1138,26.4999,30.0000,62.2808,79.2473,97.8000,113.6130
25,50,50,189.9997,137.0997,137.4997,1071,0,28.0058,73.7006,103.0733,0.1139,26.1981,29.9432,62.5172,82.3473,95.0438,111.0454
26,50,50,189.9997,134.4997,134.9997,1045,0,28.0277,73.0929,102.9099,0.1143,27.3339,29.5028,62.5172,83.0065,95.5512,114.5823
27,50,50,189.9997,133.5997,137.4997,1036,0,28.0506,72.1885,103.1800,0.1150,27.2468,29.2501,65.8680,76.3689,95.6877,112.7626
28,50,50,184.9997,136.8997,134.9997,1069,0,28.0768,73.2275,103.8214,0.1157,26.0892,29.8725,69.5809,82.2513,96.0238,110.9220
29,50,50,174.9997,144.1996,144.9997,1142,0,28.0799,73.8691,103.8387,0.1159,26.0917,29.8291,68.2728,82.7323,94.2907,109.1422
30,50,50,184.9997,139.7997,139.9997,1098,0,28.0622,74.3820,103.0635,0.1171,27.0043,30.0000,65.4675,85.6159,94.7093,113.8324
