generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,2,240.0164,23.0297,6.0250,94,48,21.5654,51.1255,110.3130,0.1043,10.7795,29.9581,3.8735,98.8274,55.6470,149.6942
2,50,6,224.9997,36.9043,10.6000,219,44,25.5176,54.8301,108.0451,0.1012,16.5690,29.9581,13.9903,98.8274,56.4154,144.6218
3,50,17,254.9997,66.7759,31.0167,467,33,27.2229,62.2132,111.1261,0.1012,21.9121,30.0000,33.3011,98.8274,88.5565,131.5613
4,50,41,224.9997,134.4311,149.9997,1072,9,27.8910,68.1463,114.1359,0.1002,24.2969,29.9581,45.5540,98.8274,93.1761,131.2321
5,50,49,239.9997,162.7003,164.9997,1327,1,28.3745,75.4987,117.7228,0.0993,26.8929,30.0000,57.8527,98.8274,106.5000,131.2321
6,50,50,219.9997,166.7996,164.9997,1368,0,28.3819,76.9327,119.3135,0.0991,26.2770,30.0000,67.1569,98.8274,107.0408,134.0465
7,50,50,224.9997,166.4996,164.9997,1365,0,28.4577,77.9270,119.4944,0.0987,26.7688,29.4466,69.5643,90.2189,111.9405,127.8540
8,50,50,219.9997,171.4996,169.9997,1415,0,28.5039,78.2994,120.0820,0.0989,27.6307,29.8948,69.1829,89.0176,107.3510,127.1871
9,50,50,214.9997,172.2997,172.4997,1423,0,28.4979,78.4841,120.5593,0.0989,26.8946,29.5148,73.2271,85.7641,112.7908,126.3840
10,50,50,234.9997,165.3996,164.9997,1354,0,28.6544,79.2325,120.8639,0.0985,26.5193,30.0000,71.2129,85.1581,113.0292,131.0963
11,50,50,214.9997,169.7997,167.4997,1398,0,28.5968,79.4757,121.6851,0.0967,26.9315,29.7877,70.1678,89.8477,114.5323,131.4834
12,50,50,249.9997,172.2997,172.4997,1423,0,28.7064,81.0307,121.9412,0.0951,26.9821,30.0000,76.0702,90.5409,109.6343,131.3187
13,50,50,239.9997,171.8996,167.4997,1419,0,28.7995,81.5065,120.6022,0.0954,27.9801,30.0000,74.9809,90.5409,111.9776,125.9493
14,50,50,219.9997,165.7996,164.9997,1358,0,28.6834,82.4013,120.4471,0.0951,26.9496,30.0000,70.9439,92.8269,107.9807,126.7891
15,50,50,279.9997,174.9996,172.4997,1450,0,28.8128,83.3289,119.6794,0.0958,28.1103,30.0000,74.5455,92.8269,112.2549,126.6138
16,50,50,219.9997,170.5996,172.4997,1406,0,28.7576,84.2524,120.0188,0.0956,26.7864,30.0000,76.4288,94.8106,110.3786,129.6165
17,50,50,219.9997,169.7996,167.4997,1398,0,29.0066,83.5431,119.1673,0.0957,27.5254,30.0000,76.5431,88.8572,109.2480,126.4356
18,50,50,249.9997,175.3997,172.4997,1454,0,29.0444,83.8957,119.7761,0.0947,27.5522,30.0000,75.7805,90.3041,114.9096,124.3244
19,50,50,239.9997,176.7997,174.9997,1468,0,29.0167,83.9871,118.7297,0.0962,28.1877,29.9858,75.3292,92.9365,108.8308,123.3478
20,50,50,219.9997,163.0996,164.9997,1331,0,28.8815,85.3445,117.7890,0.0960,27.4257,30.0000,80.0552,100.1988,105.9728,122.7255
21,50,50,269.9997,173.9996,169.9997,1440,0,28.9311,85.4815,117.8586,0.0955,26.5655,30.0000,75.5756,100.1988,108.9909,128.6523
22,50,50,224.9997,176.7997,169.9997,1468,0,29.0389,84.1902,116.9035,0.0969,28.1342,30.0000,75.7240,94.5358,108.4117,125.3506
23,50,50,239.9997,172.6996,169.9997,1427,0,28.9908,83.9768,117.6426,0.0966,27.1342,30.0000,79.2008,90.0468,109.0059,128.4977
24,50,50,214.9997,172.1996,169.9997,1422,0,29.1120,84.1344,117.5881,0.0963,27.2688,30.0000,77.6861,89.7973,99.3861,129.4570
25,50,50,254.9997,177.0997,177.4997,1471,0,28.9253,84.6517,117.6571,0.0960,26.8997,30.0000,75.6511,93.7021,106.2990,123.6709
26,50,50,219.9997,174.5997,169.9997,1446,0,28.7449,84.5710,117.8070,0.0960,25.9748,30.0000,76.6637,90.2366,103.9706,124.7714
27,50,50,279.9997,168.4996,159.9997,1385,0,28.5817,85.2164,117.1986,0.0971,26.1163,30.0000,76.5623,94.0949,107.3307,126.9879
28,50,50,239.9997,176.1996,174.9997,1462,0,28.7343,85.5201,117.7077,0.0979,26.7055,30.0000,77.1358,89.7831,109.7979,123.6277
29,50,50,239.9997,177.0997,174.9997,1471,0,28.9149,85.5557,116.6144,0.0980,27.2065,30.0000,81.0335,93.4554,107.7984,128.3671
30,50,50,239.9997,181.9997,179.9997,1520,0,28.7049,85.9258,116.0206,0.0978,26.9097,29.9956,78.7571,93.6697,109.6562,120.8007
