generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,15,100.0164,31.8855,21.0249,121,26,21.5654,51.1256,110.3130,0.1043,10.7795,29.9581,3.8735,98.8274,55.6470,149.6942
2,50,31,84.9997,45.5138,49.4914,190,5,25.6398,52.2467,103.2342,0.1022,19.5170,28.7761,25.1485,83.9600,56.4154,146.6844
3,50,36,164.9997,64.2141,64.9997,354,0,26.1765,52.1515,104.1028,0.0990,24.4964,27.8578,33.6634,73.6366,72.3602,128.2351
4,50,49,184.9997,98.9947,104.9997,692,0,26.4103,52.3579,105.9476,0.0995,25.1524,28.0092,36.1989,70.9680,93.1779,129.1553
5,50,50,154.9997,114.6997,114.9997,847,0,26.4935,51.6411,104.3725,0.1006,25.3679,29.0946,43.6255,63.3439,95.2866,118.1909
6,50,50,149.9997,105.8997,107.4997,759,0,26.7191,51.3938,104.4217,0.1011,24.7009,28.3941,43.5653,59.9355,90.4973,113.1854
7,50,50,174.9997,107.5997,107.4997,776,0,26.8000,50.7283,103.0912,0.1010,24.5159,28.3941,42.0505,56.2983,90.8886,109.4286
8,50,50,149.9997,111.0997,109.9997,811,0,26.5990,50.3058,103.2802,0.1011,23.8322,27.8700,37.6693,55.0649,96.1539,112.6508
9,50,50,154.9997,107.3997,104.9997,774,0,26.4507,51.2906,102.5769,0.1022,23.8322,28.5967,41.5769,60.2733,95.8314,112.7769
10,50,50,159.9997,114.9997,112.4997,850,0,26.4927,51.0404,103.1960,0.1040,25.5774,27.5966,42.8676,58.5084,93.5612,112.7769
11,50,50,139.9997,113.7997,114.9997,838,0,26.4637,52.4225,101.1778,0.1030,24.9997,28.5199,46.7023,61.6215,86.4224,108.9420
12,50,50,149.9997,105.2997,104.9997,753,0,26.3571,51.9113,100.6442,0.1032,24.5900,28.2760,42.6931,58.2231,93.1506,109.3953
13,50,50,164.9997,113.3997,107.4997,834,0,26.5373,53.0172,100.0644,0.1037,25.1736,27.9935,47.5309,58.2231,88.0489,109.5206
14,50,50,169.9997,113.2997,109.9997,833,0,26.4424,53.5115,100.1281,0.1045,24.6821,27.3851,47.4470,63.1869,94.9392,107.0977
15,50,50,164.9997,123.1997,119.9997,932,0,26.3187,54.0405,99.6561,0.1052,24.7006,27.4707,45.7648,61.4467,89.1643,109.7078
16,50,50,154.9997,117.8997,114.9997,879,0,26.3392,55.1419,99.1570,0.1053,24.8134,27.9032,44.0981,63.3363,93.4321,106.0065
17,50,50,154.9997,114.6997,109.9997,847,0,26.3044,55.8794,99.0282,0.1050,24.5993,27.4989,48.3961,64.1123,91.4500,104.4262
18,50,50,159.9997,120.4997,119.9997,905,0,26.4017,56.1110,98.1780,0.1035,24.7262,28.1703,49.0087,62.4575,90.9558,104.0684
19,50,50,164.9997,116.8997,114.9997,869,0,26.4697,55.8896,97.5407,0.1038,24.0305,28.5582,46.7493,64.4918,89.1961,105.3333
20,50,50,154.9997,115.8997,114.9997,859,0,26.5051,56.0465,96.7781,0.1045,24.9847,28.2423,49.9965,61.5210,84.1465,106.4937
21,50,50,179.9997,120.5997,114.9997,906,0,26.5909,56.3103,97.5134,0.1050,25.0989,28.8506,48.2644,64.0166,90.3431,105.7531
22,50,50,179.9997,114.7997,109.9997,848,0,26.4956,55.9355,97.3545,0.1060,24.6627,28.1802,49.2854,61.1828,88.1418,103.9656
23,50,50,184.9997,124.8997,119.9997,949,0,26.5099,56.1354,98.0632,0.1066,24.8708,27.5954,46.4650,64.1343,94.0310,108.6393
24,50,50,174.9997,121.9997,122.4997,920,0,26.3923,56.9641,98.1388,0.1065,25.5128,27.0100,47.7711,66.9709,92.0978,107.4826
25,50,50,159.9997,114.0997,114.9997,841,0,26.3325,56.6394,97.6336,0.1071,24.4921,27.6557,47.7711,63.7996,87.4878,102.4139
26,50,50,159.9997,114.9997,112.4997,850,0,26.3548,58.3409,97.0106,0.1073,24.8120,27.8845,48.6809,68.3066,91.0374,106.7888
27,50,50,154.9997,121.0997,119.9997,911,0,26.4632,59.4036,97.4138,0.1076,25.3997,28.1052,46.7465,68.5367,93.0449,107.0332
28,50,50,169.9997,121.4997,119.9997,915,0,26.6218,59.4971,97.9314,0.1060,25.0225,28.0171,48.2720,65.9519,88.3908,107.0332
29,50,50,169.9997,123.9997,119.9997,940,0,26.7428,60.3329,96.7262,0.1060,24.6668,28.5901,51.2820,65.2523,86.3972,102.1562
30,50,50,184.9997,127.3997,124.9997,974,0,26.7746,61.1029,96.6748,0.1049,25.1917,27.9941,56.5499,70.7192,87.3058,105.0449
