generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,2,240.0164,24.8833,6.2750,109,48,21.5654,51.1256,110.3130,0.1043,10.7795,29.9581,3.8735,98.8274,55.6470,149.6942
2,50,4,244.9997,31.5186,10.1083,170,46,25.6105,54.6876,106.3743,0.1010,17.4055,29.9581,20.5757,98.8274,70.2817,144.8098
3,50,15,244.9997,61.9912,37.5250,422,35,27.4718,56.9897,104.7791,0.1064,22.4683,30.0000,25.7422,97.2316,74.5126,137.9269
4,50,44,209.9997,126.0544,132.4997,980,6,28.4399,69.0466,113.8184,0.1038,25.8498,30.0000,42.0045,97.2316,98.2805,134.5795
5,50,50,254.9997,149.2996,144.9997,1193,0,28.2651,73.4761,116.2372,0.1035,26.7826,29.7916,56.0402,97.2316,100.5410,134.5795
6,50,50,204.9997,154.1996,149.9997,1242,0,28.4545,79.2283,119.8253,0.1038,26.5331,29.5720,61.9005,100.7455,106.6242,136.9669
7,50,50,199.9997,152.3996,152.4997,1224,0,28.7179,81.0584,121.5836,0.1031,27.5032,30.0000,65.3151,97.2316,108.6443,134.5795
8,50,50,214.9997,161.7996,159.9997,1318,0,28.7954,82.7040,122.8626,0.1033,28.0603,30.0000,71.6000,94.5910,109.4232,131.7927
9,50,50,204.9997,162.2996,159.9997,1323,0,28.7823,85.8551,123.6704,0.1051,27.1885,30.0000,74.7475,93.9325,115.3022,130.1004
10,50,50,214.9997,165.0996,159.9997,1351,0,28.6273,88.2021,123.5675,0.1058,27.3556,30.0000,79.0959,98.6643,115.0018,131.1747
11,50,50,229.9997,165.2996,164.9997,1353,0,28.8642,88.2137,123.1592,0.1060,27.4981,30.0000,80.1942,94.4637,116.2812,126.5724
12,50,50,219.9997,162.9996,154.9997,1330,0,28.8862,88.9028,123.5794,0.1063,27.9483,30.0000,77.7952,97.8594,115.1146,132.3961
13,50,50,219.9997,172.9996,174.9997,1430,0,28.8679,91.4519,122.1632,0.1057,26.8925,30.0000,85.0809,100.2820,115.7831,126.3047
14,50,50,219.9997,170.8996,169.9997,1409,0,28.9865,92.5360,121.7739,0.1042,28.0316,30.0000,85.4372,99.4046,115.7820,128.2380
15,50,50,209.9997,165.2996,159.9997,1353,0,28.8196,92.5013,121.2698,0.1028,27.1728,29.5306,84.4030,102.0000,111.8775,130.1656
16,50,50,229.9997,169.9996,169.9997,1400,0,28.8473,92.9874,120.9476,0.1021,27.1074,30.0000,80.4238,102.0000,114.7717,132.1306
17,50,50,239.9997,171.2997,169.9997,1413,0,28.8560,94.3906,119.8218,0.1024,27.1280,30.0000,82.9380,102.0000,109.5452,126.3684
18,50,50,224.9997,169.4996,169.9997,1395,0,29.0060,94.7376,119.9171,0.1020,28.4225,30.0000,87.1961,102.0000,116.0045,127.9365
19,50,50,224.9997,167.7996,169.9997,1378,0,29.0115,95.6729,119.7461,0.1021,27.8020,30.0000,88.1098,102.0000,112.0232,125.4711
20,50,50,229.9997,180.1997,179.9997,1502,0,28.9187,96.2803,119.4821,0.1032,26.8660,30.0000,90.6379,102.0000,111.8878,124.1487
21,50,50,269.9997,172.7997,169.9997,1428,0,28.9562,96.6991,119.5418,0.1021,27.2644,30.0000,94.0549,102.0000,110.2073,126.9790
22,50,50,244.9997,168.0996,159.9997,1381,0,28.9904,96.8539,119.0185,0.1021,27.9552,30.0000,86.5848,101.1092,111.8909,126.3342
23,50,50,224.9997,177.2997,182.4997,1473,0,29.0837,96.8860,118.6831,0.1015,28.2636,30.0000,88.8804,102.0000,110.9773,126.3574
24,50,50,219.9997,174.0997,169.9997,1441,0,29.0651,97.2447,118.6621,0.1017,27.8864,30.0000,87.0840,102.0000,109.1530,123.2809
25,50,50,279.9997,179.2997,179.9997,1493,0,29.1438,98.0602,119.6234,0.1014,26.9048,30.0000,95.0313,102.0000,113.7217,127.1430
26,50,50,264.9997,178.4997,182.4997,1485,0,29.1846,97.8685,120.0976,0.1029,27.6487,30.0000,88.9290,102.0000,110.3860,130.2461
27,50,50,279.9997,179.8997,172.4997,1499,0,28.8383,97.6708,120.4884,0.1025,26.6346,30.0000,86.1874,102.0000,109.4209,131.4377
28,50,50,224.9997,178.2997,177.4997,1483,0,28.9095,97.3217,120.7484,0.1023,27.2611,30.0000,87.6539,101.2132,112.0478,130.0845
29,50,50,234.9997,170.9996,169.9997,1410,0,28.7244,97.2666,120.7719,0.1029,26.8235,29.8886,87.6195,102.0000,110.4009,127.8904
30,50,50,264.9997,175.3996,169.9997,1454,0,28.6436,96.4951,121.0072,0.1013,26.7583,29.6845,88.5627,102.0000,112.7046,129.7288
