generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,4,245.0164,28.2510,10.4333,135,45,19.9205,49.0426,101.0862,0.0966,10.0325,29.5934,3.1610,98.7644,51.5889,148.7978
2,50,5,269.9997,30.7810,7.2250,159,45,23.2012,55.5755,100.1659,0.0957,11.9553,29.5934,11.9044,98.7644,56.0230,143.5080
3,50,20,194.9997,66.2829,35.2584,467,30,26.1976,68.9438,105.3500,0.0965,18.4645,30.0000,28.3105,98.7644,76.7826,142.8651
4,50,46,204.9997,136.6910,142.4997,1079,4,27.5924,73.0245,104.6916,0.0986,23.7810,30.0000,44.0450,102.0000,90.9736,136.9110
5,50,50,204.9997,141.3996,134.9997,1114,0,28.2104,74.6312,101.8304,0.0988,26.0633,29.5688,52.5683,93.8744,82.3657,111.5159
6,50,50,204.9997,147.0996,147.4997,1171,0,28.5332,78.2825,101.0498,0.0969,26.4405,29.4425,62.5694,90.4978,88.8342,110.2079
7,50,50,199.9997,150.2996,147.4997,1203,0,28.3822,75.7406,101.1433,0.0979,26.6290,30.0000,68.8682,83.5865,92.8694,112.5528
8,50,50,219.9997,150.6996,147.4997,1207,0,28.3077,74.4762,101.2938,0.0981,26.6848,29.4093,65.5588,83.1123,88.6428,109.4046
9,50,50,189.9997,143.8996,139.9997,1139,0,28.4040,75.6372,101.6395,0.0976,27.4508,29.3436,66.7660,81.1465,92.3938,110.7683
10,50,50,194.9997,144.5997,139.9997,1146,0,28.4515,76.0105,101.2987,0.0963,26.9314,30.0000,65.8089,85.2325,96.5653,110.4136
11,50,50,209.9997,144.7997,144.9997,1148,0,28.4414,77.1873,101.3365,0.0966,26.3450,30.0000,69.8338,84.9690,93.9973,114.5051
12,50,50,224.9997,161.8996,159.9997,1319,0,28.3447,78.1333,103.0327,0.0977,26.2400,29.9548,67.6990,89.3947,98.6337,111.9352
13,50,50,199.9997,147.4996,144.9997,1175,0,28.4978,78.0742,102.8284,0.0980,26.7278,30.0000,68.8100,87.1187,95.8906,113.1795
14,50,50,204.9997,145.1996,144.9997,1152,0,28.4378,78.1735,102.5630,0.0984,26.9152,29.6077,69.6254,88.0093,92.0426,109.2158
15,50,50,224.9997,155.5996,154.9997,1256,0,28.4755,78.9586,102.9889,0.0984,27.1053,30.0000,70.5401,89.2775,94.1390,109.2158
16,50,50,194.9997,151.2996,149.9997,1213,0,28.5653,79.5023,101.5037,0.0979,27.1237,30.0000,69.5701,89.9581,89.1203,112.1171
17,50,50,194.9997,152.0996,149.9997,1221,0,28.5651,80.6096,102.2515,0.0986,26.9582,30.0000,72.0864,90.6738,92.0858,111.7625
18,50,50,189.9997,143.1996,144.9997,1132,0,28.4214,79.9578,101.6324,0.0986,26.3668,30.0000,70.8816,88.5504,90.7895,110.2494
19,50,50,199.9997,145.8996,139.9997,1159,0,28.5107,80.9860,101.5800,0.0966,26.0493,30.0000,74.0438,92.2782,89.8347,112.1259
20,50,50,204.9997,155.1996,152.4997,1252,0,28.5893,80.8244,99.7060,0.0978,27.1472,29.4377,69.1205,90.2796,89.4614,111.4898
21,50,50,234.9997,150.6996,149.9997,1207,0,28.6921,81.6649,99.5804,0.0976,27.3216,30.0000,70.3593,89.1983,92.4511,108.4506
22,50,50,204.9997,152.3996,149.9997,1224,0,28.6339,82.2876,98.5185,0.0986,26.5413,29.9927,75.2099,91.3605,90.8662,107.5193
23,50,50,194.9997,149.7996,149.9997,1198,0,28.4999,82.9056,99.3024,0.0983,26.7618,30.0000,76.5721,91.3605,90.3707,107.7936
24,50,50,209.9997,148.8996,149.9997,1189,0,28.6359,82.3245,99.5751,0.0983,26.9114,30.0000,74.2178,91.1019,91.1300,107.6803
25,50,50,204.9997,152.5996,154.9997,1226,0,28.6553,81.6752,99.8888,0.0988,26.9673,30.0000,71.7169,85.8543,86.9640,105.8858
26,50,50,209.9997,152.8996,152.4997,1229,0,28.6801,82.5418,99.7077,0.0984,26.7404,30.0000,75.3949,91.9523,91.9527,107.2997
27,50,50,194.9997,158.7996,154.9997,1288,0,28.7683,83.5432,99.6649,0.0991,27.1824,30.0000,75.5273,91.7263,94.0736,106.5042
28,50,50,199.9997,151.0996,149.9997,1211,0,28.8547,84.2349,100.1349,0.0991,27.3203,30.0000,73.6644,92.8941,94.0765,112.7121
29,50,50,199.9997,158.4996,159.9997,1285,0,28.9098,86.0998,100.0200,0.0987,27.6073,30.0000,80.3058,98.7170,96.4012,107.3286
30,50,50,229.9997,159.0996,154.9997,1291,0,28.8952,85.4210,100.7546,0.0988,27.1909,30.0000,78.6077,92.2574,90.7492,111.5868
