generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,4,185.0164,26.7863,10.4333,125,45,19.9205,49.0426,101.0862,0.0966,10.0325,29.5934,3.1610,98.7644,51.5889,148.7978
2,50,5,239.9997,31.6943,10.0500,170,45,23.5248,52.7544,101.3396,0.0958,15.0944,29.5934,10.1588,98.7644,60.8227,146.0988
3,50,13,284.9997,57.3819,28.6250,370,36,25.9254,63.1112,98.5228,0.0918,17.2151,30.0000,11.6160,98.7644,60.8227,121.4340
4,50,37,294.9997,112.7998,127.4997,871,13,27.7291,74.1608,100.1302,0.0916,24.1198,29.5934,36.0180,98.7644,77.8606,122.5216
5,50,50,214.9997,158.6996,159.9997,1287,0,28.0946,80.9959,99.5452,0.0904,25.8252,29.5934,54.1962,98.7644,90.6887,106.3912
6,50,50,234.9997,166.4996,164.9997,1365,0,28.3453,85.3681,97.8550,0.0869,26.4174,30.0000,71.6861,93.2641,85.8491,105.3407
7,50,50,219.9997,152.7996,149.9997,1228,0,28.4619,84.6074,97.6954,0.0882,27.2456,29.2656,76.0981,91.9975,90.5704,105.6752
8,50,50,219.9997,163.5996,162.4997,1336,0,28.3267,82.7114,98.6316,0.0882,26.1639,29.7677,74.2280,88.3867,93.5412,106.2444
9,50,50,214.9997,157.8996,154.9997,1279,0,28.3783,82.0133,99.4875,0.0874,26.7201,30.0000,75.6536,89.2058,94.2540,114.1086
10,50,50,199.9997,155.4996,154.9997,1255,0,28.0889,81.2529,99.8252,0.0885,25.2118,29.8948,73.5571,90.2987,89.6399,114.1086
11,50,50,204.9997,152.6996,149.9997,1227,0,28.2834,81.4917,99.2058,0.0884,26.8246,30.0000,69.7462,95.1628,89.6399,113.8953
12,50,50,204.9997,161.5996,164.9997,1316,0,28.2012,82.7041,99.2870,0.0877,26.3914,30.0000,72.5463,99.0122,93.2912,106.6905
13,50,50,209.9997,155.3996,154.9997,1254,0,28.3164,84.1032,99.5602,0.0876,26.8024,30.0000,70.3152,98.5802,93.4545,104.2450
14,50,50,214.9997,161.6996,157.4997,1317,0,28.4984,83.8965,99.9494,0.0882,27.8832,30.0000,74.8101,90.9577,94.3293,104.5473
15,50,50,239.9997,168.7996,164.9997,1388,0,28.5638,84.0782,99.7493,0.0877,28.0197,29.3450,74.7466,93.0734,90.6601,106.8108
16,50,50,204.9997,165.3996,162.4997,1354,0,28.6073,84.3949,100.2110,0.0873,27.0922,30.0000,75.9199,93.4816,89.7150,108.0774
17,50,50,244.9997,162.6996,162.4997,1327,0,28.7289,84.9146,100.1058,0.0868,27.1115,30.0000,76.1463,96.2484,89.8929,109.4674
18,50,50,209.9997,168.3996,164.9997,1384,0,28.8961,85.5641,100.2988,0.0867,26.6168,30.0000,80.9295,93.7423,91.2476,104.8943
19,50,50,224.9997,167.1996,167.4997,1372,0,28.9360,85.6823,100.1267,0.0871,27.1936,29.9769,79.9253,91.8255,93.8039,109.5438
20,50,50,229.9997,159.6996,157.4997,1297,0,28.8797,86.2406,100.9410,0.0881,27.0563,30.0000,77.4993,96.2620,94.5911,110.4032
21,50,50,244.9997,173.8996,174.9997,1439,0,28.6969,87.0720,100.6042,0.0888,26.9308,30.0000,80.4114,93.7745,92.1766,105.8877
22,50,50,199.9997,160.2996,154.9997,1303,0,28.6491,87.3746,100.6409,0.0874,27.1329,30.0000,77.7657,96.2625,92.9499,108.9556
23,50,50,229.9997,172.6996,169.9997,1427,0,28.9095,87.6392,101.4477,0.0883,27.1680,30.0000,81.1535,94.5700,92.5030,115.6043
24,50,50,244.9997,173.7997,169.9997,1438,0,28.9245,87.6285,101.2376,0.0879,27.9248,30.0000,79.8598,97.8480,91.5448,110.3544
25,50,50,229.9997,174.0997,177.4997,1441,0,28.9126,88.1587,100.3085,0.0882,27.3789,30.0000,82.3868,97.1217,86.3252,107.4249
26,50,50,219.9997,162.7996,159.9997,1328,0,28.9457,88.5594,100.5053,0.0883,27.1235,30.0000,78.7517,98.9306,93.8039,108.1023
27,50,50,234.9997,164.5996,164.9997,1346,0,28.8416,89.3087,99.6159,0.0880,26.4765,29.5308,79.8228,97.1910,94.6364,104.6661
28,50,50,229.9997,164.8996,164.9997,1349,0,28.9249,89.1594,99.5515,0.0878,27.3876,30.0000,77.1762,98.3341,94.6364,108.2853
29,50,50,234.9997,170.3996,169.9997,1404,0,29.0969,89.5760,99.7694,0.0871,27.3934,29.9962,75.4611,98.2122,90.3198,106.5070
30,50,50,239.9997,171.5997,169.9997,1416,0,29.0847,89.1695,100.7092,0.0870,27.5141,29.6392,76.2882,99.7734,91.6765,109.0628
