generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,6,230.0164,29.1046,6.3000,136,43,20.2942,48.9179,88.9113,0.0982,10.0081,29.9790,3.4403,98.2775,51.1784,149.4281
2,50,7,239.9997,41.1853,13.8083,247,42,24.6194,41.2481,97.5395,0.0994,15.4398,29.9790,7.4009,73.0727,56.2849,146.6587
3,50,29,239.9997,91.0708,104.9997,680,21,26.9332,44.2493,100.9323,0.1061,21.4703,29.9790,16.8796,73.0727,65.5778,127.7113
4,50,49,229.9997,158.8066,164.9997,1292,1,28.1674,51.8009,104.9719,0.1036,25.0712,30.0000,28.1954,73.0727,89.5146,114.8576
5,50,50,219.9997,168.6996,164.9997,1387,0,28.4932,58.9191,106.9076,0.1031,26.6070,30.0000,46.7258,68.8333,96.1598,114.5729
6,50,50,219.9997,176.8996,174.9997,1469,0,28.4129,61.3968,107.5646,0.1041,26.6346,29.7122,53.5767,68.8333,100.3650,115.6642
7,50,50,224.9997,175.6996,169.9997,1457,0,28.2366,62.6216,107.0669,0.1054,25.3012,30.0000,55.9079,70.9428,96.9730,117.8617
8,50,50,219.9997,166.7997,169.9997,1368,0,28.5752,63.9035,106.0218,0.1049,26.1738,30.0000,57.6484,72.3835,98.4966,117.8617
9,50,50,244.9997,180.2997,179.9997,1503,0,28.5300,64.3704,106.7389,0.1047,27.1900,30.0000,56.7988,71.5688,101.0281,113.1689
10,50,50,244.9997,166.5996,167.4997,1366,0,28.5714,64.8185,106.0461,0.1034,26.7869,30.0000,56.3617,71.5688,94.8054,114.4713
11,50,50,244.9997,180.7997,182.4997,1508,0,28.5936,66.2407,107.2577,0.1028,26.5150,29.7728,62.6284,76.8491,96.1023,116.2749
12,50,50,274.9997,179.6997,174.9997,1497,0,28.6303,66.6410,107.8633,0.1027,27.5571,30.0000,54.5228,75.4117,98.4915,119.7532
13,50,50,229.9997,172.1996,174.9997,1422,0,28.5356,66.5570,106.3997,0.1021,26.7759,30.0000,57.8667,73.4965,95.8752,116.1415
14,50,50,229.9997,184.2997,182.4997,1543,0,28.6457,67.7922,107.1403,0.1032,26.6144,30.0000,60.4329,77.4437,96.2911,116.6832
15,50,50,239.9997,183.8997,179.9997,1539,0,28.8826,68.0513,107.4746,0.1029,26.9813,30.0000,58.1643,77.0999,102.4158,117.5682
16,50,50,254.9997,173.8996,169.9997,1439,0,28.9635,67.4881,107.3831,0.1028,27.1031,30.0000,57.0269,80.5127,99.1792,117.7207
17,50,50,229.9997,184.5997,187.4997,1546,0,29.1109,68.1334,106.0917,0.1032,26.9133,30.0000,60.7767,75.7854,96.9569,111.0270
18,50,50,244.9997,182.4997,182.4997,1525,0,29.3158,67.9461,105.2283,0.1033,27.8417,30.0000,58.5169,77.3447,96.3255,110.2885
19,50,50,244.9997,178.6997,179.9997,1487,0,29.4308,68.1762,105.5029,0.1043,28.1709,30.0000,57.7159,78.4416,96.8959,112.9234
20,50,50,254.9997,190.5997,189.9997,1606,0,29.5239,67.9629,105.4084,0.1047,28.1980,30.0000,59.7855,78.1078,96.3988,117.7210
21,50,50,259.9997,182.7997,179.9997,1528,0,29.5293,68.0591,105.0577,0.1049,27.5236,30.0000,59.1950,77.7785,96.8204,109.2516
22,50,50,249.9997,189.3997,184.9997,1594,0,29.4833,69.4384,105.1438,0.1044,28.4537,30.0000,62.4249,76.1713,96.9484,114.8915
23,50,50,239.9997,191.4997,194.9997,1615,0,29.6505,70.0813,104.6515,0.1052,29.2059,30.0000,61.9435,76.9268,94.6391,111.7409
24,50,50,244.9997,190.8997,187.4997,1609,0,29.6639,70.6598,104.9272,0.1051,29.2170,30.0000,64.9171,82.1737,95.9295,113.3802
25,50,50,239.9997,182.9997,182.4997,1530,0,29.6059,69.9549,105.1207,0.1042,28.1561,30.0000,60.6979,78.8150,96.0906,113.4000
26,50,50,239.9997,188.6997,189.9997,1587,0,29.5162,70.3678,105.7796,0.1034,28.0209,30.0000,62.1747,78.0486,99.7914,113.7293
27,50,50,234.9997,183.6997,182.4997,1537,0,29.4371,69.7865,105.2431,0.1027,27.7945,30.0000,63.1333,80.2563,94.2638,114.8371
28,50,50,244.9997,185.8997,184.9997,1559,0,29.5014,69.7478,106.5804,0.1024,28.1403,30.0000,58.8152,81.1026,94.1314,117.7493
29,50,50,244.9997,194.0997,192.4997,1641,0,29.4482,70.8663,106.8169,0.1028,27.5757,30.0000,61.4044,79.3869,95.3522,114.3105
30,50,50,274.9997,185.0997,184.9997,1551,0,29.4597,70.7741,106.3296,0.1030,28.0791,30.0000,61.3618,77.9843,98.0266,113.1636
