generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,3,280.0164,28.1033,10.4333,142,46,19.9205,49.0426,101.0862,0.0966,10.0325,29.5934,3.1610,98.7644,51.5889,148.7978
2,50,6,239.9997,37.9396,7.0000,234,43,23.1128,55.4965,104.7064,0.0932,11.3884,28.3058,10.1588,98.2638,63.5285,144.1671
3,50,29,254.9997,110.7201,129.9997,875,21,26.3639,70.9376,108.8619,0.0859,21.7656,28.3058,38.1724,98.2638,82.7023,137.6369
4,50,50,244.9997,194.7997,192.4997,1648,0,27.5820,86.6996,114.0523,0.0891,25.0102,29.9593,63.5959,98.2638,94.5653,137.6369
5,50,50,289.9997,208.0997,209.9997,1781,0,28.0019,90.8016,119.5386,0.0912,26.0877,29.1326,82.0256,100.1749,102.4864,133.3092
6,50,50,274.9997,215.2997,214.9997,1853,0,28.0783,92.4487,117.9322,0.0881,26.6035,30.0000,82.4298,102.0000,106.0959,128.5168
7,50,50,274.9997,207.7997,204.9997,1778,0,28.3373,92.5599,118.4986,0.0880,27.1284,30.0000,82.8546,99.0184,111.5623,128.7489
8,50,50,259.9997,209.9997,209.9997,1800,0,28.4185,92.0278,117.9180,0.0895,27.1884,30.0000,85.0364,102.0000,107.6974,122.6759
9,50,50,264.9997,210.6997,209.9997,1807,0,28.5674,92.1544,118.5185,0.0905,26.5057,30.0000,84.2535,101.2649,109.8303,126.0566
10,50,50,269.9997,216.7997,214.9997,1868,0,28.3626,91.7640,118.2893,0.0903,26.6102,30.0000,88.0986,98.0326,105.9688,123.8097
11,50,50,289.9997,206.4997,204.9997,1765,0,28.3101,91.6532,118.2523,0.0906,26.3181,29.7252,82.6677,96.1642,110.8530,127.3946
12,50,50,309.9997,224.2997,224.9997,1943,0,28.6007,92.2383,118.4610,0.0908,26.8299,29.9447,84.8903,102.0000,103.6497,125.2378
13,50,50,294.9997,216.9997,212.4997,1870,0,28.7206,92.3052,118.8249,0.0898,27.2712,30.0000,82.6004,102.0000,110.6062,121.5738
14,50,50,264.9997,225.3997,222.4997,1954,0,28.8836,91.7994,118.5848,0.0907,27.5711,30.0000,82.8632,102.0000,108.5092,124.7891
15,50,50,264.9997,220.8997,224.9997,1909,0,28.8231,93.0999,117.8431,0.0902,27.1670,30.0000,83.6332,102.0000,107.5633,125.8505
16,50,50,299.9997,212.0997,212.4997,1821,0,28.7620,93.9788,117.3913,0.0910,25.9862,30.0000,84.5080,102.0000,104.1429,131.3227
17,50,50,264.9997,226.9997,229.9997,1970,0,29.0892,94.1693,115.7591,0.0910,26.7418,30.0000,87.4324,102.0000,106.6725,123.6672
18,50,50,264.9997,225.7997,219.9997,1958,0,29.0874,94.6980,114.9672,0.0912,27.1470,30.0000,83.7034,101.2235,106.6725,121.5220
19,50,50,284.9997,221.9997,222.4997,1920,0,28.9646,94.7627,115.7237,0.0903,27.6007,30.0000,87.4805,100.1590,100.7787,121.3475
20,50,50,304.9997,222.6997,219.9997,1927,0,29.1376,95.6777,115.4855,0.0889,28.0917,30.0000,90.9468,102.0000,105.9725,121.3932
21,50,50,284.9997,223.8997,224.9997,1939,0,29.0877,95.3739,115.5275,0.0898,28.4245,30.0000,92.1204,99.1121,109.4188,124.5435
22,50,50,284.9997,219.5997,219.9997,1896,0,29.1549,94.2741,115.7070,0.0900,27.5142,30.0000,85.0080,97.7994,108.6395,124.9536
23,50,50,274.9997,214.1997,209.9997,1842,0,29.1475,93.6554,115.9224,0.0902,27.2591,30.0000,84.2876,101.1730,106.1683,129.1300
24,50,50,269.9997,224.1997,219.9997,1942,0,28.8749,92.7236,115.8818,0.0907,27.4585,30.0000,82.8663,102.0000,106.1584,129.1300
25,50,50,294.9997,229.4997,229.9997,1995,0,28.9346,93.2486,115.9147,0.0906,27.6054,30.0000,83.4296,102.0000,107.7775,126.9970
26,50,50,284.9997,225.3997,219.9997,1954,0,29.1193,94.6215,115.4585,0.0906,28.5401,30.0000,88.5530,102.0000,105.2368,122.9003
27,50,50,274.9997,220.9997,219.9997,1910,0,29.2888,95.0716,114.4362,0.0912,28.7280,30.0000,87.2143,101.3224,105.7507,122.0307
28,50,50,279.9997,223.7997,224.9997,1938,0,29.2912,95.9428,114.2409,0.0906,27.3814,30.0000,88.0503,102.0000,107.0490,124.5421
29,50,50,284.9997,224.6997,224.9997,1947,0,29.1783,97.7447,113.9500,0.0904,27.2625,30.0000,92.8965,102.0000,105.2526,119.5742
30,50,50,264.9997,221.2997,219.9997,1913,0,29.2821,97.6893,115.4032,0.0915,27.6254,30.0000,90.0964,102.0000,111.4622,126.5338
