generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,7,225.0164,26.8030,6.1750,114,43,20.2942,48.9179,88.9113,0.0982,10.0081,29.9790,3.4403,98.2775,51.1784,149.4281
2,50,9,194.9997,36.7939,9.1417,196,41,23.6163,39.5743,92.8125,0.1021,10.5838,29.9790,4.5827,78.4188,56.2256,134.8977
3,50,33,159.9997,73.8202,94.9997,504,17,25.8016,43.3558,94.9794,0.1056,15.7298,29.9790,14.4156,74.1042,68.2570,114.8986
4,50,50,189.9997,125.8997,124.9997,959,0,27.8620,54.7392,104.7204,0.1041,22.6650,29.9790,27.4498,79.5446,83.5650,123.1780
5,50,50,164.9997,123.0997,122.4997,931,0,28.0149,55.1383,104.1612,0.1029,24.4016,30.0000,37.0915,71.4912,85.9792,116.0247
6,50,50,189.9997,132.6997,127.4997,1027,0,28.5795,60.3430,106.3852,0.1052,26.3589,30.0000,43.3418,74.4987,88.7392,112.6983
7,50,50,179.9997,133.1996,129.9997,1032,0,28.6851,62.7220,107.2319,0.1035,26.4291,30.0000,52.3843,75.9444,98.6743,111.7408
8,50,50,194.9997,132.5997,132.4997,1026,0,28.9306,65.1671,108.3920,0.1036,27.2481,30.0000,57.6727,72.4597,98.2910,115.7530
9,50,50,174.9997,134.5997,134.9997,1046,0,29.1194,65.6453,108.3391,0.1042,28.0573,30.0000,55.2965,74.3636,99.5191,113.5642
10,50,50,184.9997,136.4996,134.9997,1065,0,29.1586,65.0672,108.1560,0.1049,28.1495,30.0000,55.6938,72.0744,101.1157,113.5275
11,50,50,179.9997,137.8996,137.4997,1079,0,29.2046,65.3464,108.4055,0.1045,27.6168,30.0000,59.3074,72.1174,100.3525,113.7575
12,50,50,189.9997,139.5997,139.9997,1096,0,29.2635,65.6950,108.2635,0.1045,27.7907,30.0000,58.1127,73.5967,102.8319,114.4329
13,50,50,209.9997,140.1997,137.4997,1102,0,29.2402,66.4516,106.9964,0.1043,28.1722,30.0000,56.3062,76.0058,96.9764,119.5423
14,50,50,189.9997,137.6997,139.9997,1077,0,29.2620,66.2149,106.5408,0.1042,27.5288,30.0000,56.2047,71.0843,95.3027,115.2464
15,50,50,179.9997,135.7997,132.4997,1058,0,29.1881,66.5000,105.7320,0.1041,27.4019,30.0000,58.4865,76.5967,90.6356,109.5634
16,50,50,184.9997,143.2997,144.9997,1133,0,29.2221,66.7184,105.0125,0.1052,27.6660,30.0000,55.4690,76.6300,91.1591,115.4359
17,50,50,184.9997,140.8996,139.9997,1109,0,29.4330,67.8207,105.9383,0.1058,28.2042,30.0000,61.9381,76.6300,99.1515,114.8220
18,50,50,189.9997,144.8996,144.9997,1149,0,29.4896,68.9791,105.5950,0.1074,27.7480,30.0000,57.8817,76.6300,101.5745,111.0869
19,50,50,189.9997,140.4996,139.9997,1105,0,29.4625,70.1308,105.7311,0.1067,28.4295,30.0000,60.9882,81.1792,99.6728,112.0851
20,50,50,179.9997,139.7997,139.9997,1098,0,29.3530,69.0626,106.4489,0.1062,27.7602,30.0000,56.4402,76.3059,101.1387,111.4765
21,50,50,189.9997,141.4996,139.9997,1115,0,29.3416,70.2643,106.4806,0.1071,28.0721,30.0000,63.7969,76.5841,102.8605,115.3276
22,50,50,199.9997,142.1996,139.9997,1122,0,29.2832,71.0338,106.5969,0.1073,27.7215,30.0000,60.2669,78.0084,98.0173,120.1522
23,50,50,174.9997,146.2997,147.4997,1163,0,29.2788,71.1898,106.8040,0.1072,27.8981,30.0000,61.4560,78.0031,98.2934,116.0882
24,50,50,209.9997,147.1996,147.4997,1172,0,29.2419,71.9288,107.0911,0.1069,27.4564,30.0000,62.5337,79.2275,95.2565,116.0882
25,50,50,204.9997,136.5997,134.9997,1066,0,29.2604,72.8607,107.8116,0.1082,27.7084,30.0000,67.8093,80.3993,99.1375,116.0882
26,50,50,199.9997,151.3996,149.9997,1214,0,29.3957,73.0353,107.1217,0.1078,28.1501,30.0000,63.8498,84.7701,95.6619,112.4746
27,50,50,204.9997,152.5996,152.4997,1226,0,29.4073,73.9178,108.3205,0.1087,28.4860,30.0000,66.7458,85.0578,101.7130,119.3564
28,50,50,199.9997,146.7996,144.9997,1168,0,29.4376,74.6513,110.5263,0.1100,28.1098,30.0000,65.6761,84.3332,103.1287,119.3564
29,50,50,199.9997,153.4996,154.9997,1235,0,29.4372,75.1454,110.4480,0.1111,27.4760,30.0000,66.1805,82.1226,104.1400,122.0292
30,50,50,194.9997,148.4996,152.4997,1185,0,29.5599,74.9865,109.7216,0.1133,28.5412,30.0000,65.3939,83.8634,101.0732,118.3135
