generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,8,115.0164,33.2103,20.9584,142,29,20.7214,50.1206,97.6808,0.1041,10.0475,29.6290,3.3671,100.5596,50.9413,145.5671
2,50,18,109.9997,51.0798,44.8581,272,8,25.4948,51.8045,100.9229,0.0946,18.0742,30.0000,10.0629,98.7052,61.6453,149.9129
3,50,19,104.9997,52.6905,51.5747,290,1,25.8184,59.5738,103.9354,0.1039,23.2580,28.7104,19.7611,101.5785,68.0165,150.0000
4,50,26,124.9997,62.2248,64.9997,371,0,26.1680,57.3333,103.9788,0.1012,23.8233,29.0210,30.0028,101.5785,85.7008,123.1699
5,50,35,119.9997,71.4484,77.4997,443,0,26.5104,56.5214,102.6146,0.1009,23.6705,28.6789,36.5655,80.5642,85.3728,119.7110
6,50,33,149.9997,76.4341,79.9997,492,0,26.6278,56.5096,100.7288,0.0998,24.1917,29.6609,43.0984,67.3643,87.1204,113.1620
7,50,35,139.9997,74.1831,79.9997,466,0,27.0183,55.7649,98.1767,0.0989,25.0779,29.6609,44.4230,67.9417,83.3293,113.1620
8,50,27,124.9997,64.4098,64.9997,384,0,26.7633,58.5203,100.5955,0.0991,25.7275,28.6034,49.4091,69.1495,93.2078,110.7552
9,50,28,119.9997,70.4284,74.9997,435,0,26.7529,59.0826,101.9620,0.0999,25.1066,28.8896,45.7935,69.1495,96.5260,116.2733
10,50,41,139.9997,79.5247,79.9997,504,0,26.7922,58.2495,102.3518,0.0997,25.8180,28.1224,47.0598,69.6443,94.3480,113.4913
11,50,34,139.9997,74.6631,74.9997,469,0,26.7630,57.5728,102.7744,0.0996,24.9867,28.1316,51.9652,66.1511,96.5034,109.5178
12,50,43,134.9997,79.4224,79.9997,505,0,26.7619,58.9786,102.1667,0.0985,24.9638,27.5974,52.7928,69.1820,92.2844,113.2453
13,50,31,114.9997,72.8408,77.4997,458,0,26.8140,59.2300,101.9639,0.0990,24.9540,28.4441,50.7956,67.7885,95.3160,108.0323
14,50,31,109.9997,69.6834,74.9997,430,0,26.8389,59.0029,102.2957,0.0993,25.0082,27.5168,46.7468,66.7499,94.4627,112.8064
15,50,38,119.9997,71.0761,74.9997,432,0,26.7437,58.8728,102.7565,0.0995,24.8029,28.3995,52.7576,62.2536,97.2351,116.0579
16,50,35,114.9997,74.0098,74.9997,464,0,26.6603,58.6908,103.3130,0.0999,24.4533,28.2637,49.2143,67.2412,99.1096,112.8385
17,50,29,129.9997,69.4561,74.9997,430,0,26.6632,57.4969,103.7803,0.1006,25.1728,27.7118,45.6866,64.9054,97.8072,111.7350
18,50,38,119.9997,73.4978,77.4997,456,0,26.8367,56.9289,104.1334,0.0998,26.0427,28.3988,50.3556,61.3190,92.9645,109.3053
19,50,29,134.9997,70.0568,73.6414,435,0,26.7641,56.7514,103.7807,0.1008,25.4844,28.5043,47.0229,65.4775,93.9083,113.5639
20,50,42,134.9997,85.2657,87.4997,560,0,26.7884,57.3500,103.8011,0.1009,25.9841,27.8660,47.4615,68.5969,95.3516,108.6419
21,50,41,119.9997,81.3401,82.4997,523,0,26.8623,57.4839,104.0085,0.1015,24.9951,28.8694,51.2370,65.0383,98.0889,116.7140
22,50,33,124.9997,72.7544,69.9997,454,0,26.7604,56.6945,105.0984,0.1013,24.3653,29.7585,46.8850,62.6079,99.6354,116.7140
23,50,39,179.9997,81.4688,84.9997,539,0,26.9607,57.3635,104.2245,0.1009,24.9419,29.0611,48.8084,66.1690,95.2182,110.9786
24,50,30,124.9997,74.6385,72.6748,471,0,27.0510,57.0209,103.9679,0.1013,26.4284,29.8294,48.5170,64.3562,94.8671,109.6055
25,50,32,124.9997,72.8034,74.9997,454,0,27.1320,56.7399,103.9575,0.1015,25.2446,28.8839,48.3725,64.6115,96.6380,114.7771
26,50,33,109.9997,74.5338,79.9997,472,0,27.1443,55.8255,104.8590,0.1009,24.9631,28.9287,47.1026,62.2757,95.4259,110.1209
27,50,38,124.9997,76.2871,79.9997,483,0,27.1279,56.2384,103.0110,0.0994,24.9401,29.1821,49.5375,64.1951,95.2413,107.8251
28,50,35,134.9997,72.6941,77.4997,455,0,27.3298,57.0864,102.2114,0.0999,25.2199,28.9174,53.1541,66.8903,95.9506,109.6920
29,50,29,124.9997,70.5548,74.3914,440,0,27.5645,56.9574,102.8951,0.0999,26.5386,29.5888,50.3745,64.0852,95.5019,115.2705
30,50,42,134.9997,81.1594,84.9997,521,0,27.7067,56.1760,102.1575,0.1007,26.9562,29.4089,48.2829,66.0315,96.0766,109.8770
