generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,4,200.0164,24.1490,6.1000,97,44,19.3969,53.2703,106.6728,0.0922,10.4323,29.8102,3.0294,100.3237,52.2086,147.4975
2,50,8,184.9997,41.7229,18.9417,242,42,24.7351,54.9767,97.5328,0.1033,16.3147,29.2121,2.2694,95.1969,55.2868,143.2923
3,50,38,179.9997,93.8658,109.9997,677,12,26.4597,54.3011,91.7505,0.1109,21.8434,30.0000,16.8268,82.2527,62.5971,121.3317
4,50,48,174.9997,115.0900,119.9997,858,2,26.6526,57.3576,85.5233,0.1132,24.5151,29.1351,39.9041,74.9008,71.2181,107.3556
5,50,50,184.9997,125.6997,124.9997,957,0,26.7107,59.3759,84.7208,0.1159,25.4164,28.5659,45.7859,79.9550,71.2181,98.3632
6,50,50,164.9997,126.2997,129.9997,963,0,26.6355,63.3823,83.5521,0.1165,24.4700,28.1629,51.9668,80.4681,72.0324,93.5434
7,50,50,184.9997,125.8997,122.4997,959,0,26.6382,65.3561,83.1015,0.1159,25.0305,28.5010,49.2185,84.2517,77.5264,92.2565
8,50,50,194.9997,137.0997,139.9997,1071,0,26.7466,63.8033,82.9660,0.1160,24.8144,28.5010,50.8259,85.0307,75.3436,86.2610
9,50,50,199.9997,129.0997,127.4997,991,0,26.8778,66.7765,82.5364,0.1171,25.4515,28.6858,49.9601,76.1251,70.7093,87.6379
10,50,50,184.9997,136.4997,134.9997,1065,0,26.8735,67.8449,82.0464,0.1168,25.0356,29.1971,55.8347,79.7148,68.1040,87.6379
11,50,50,194.9997,131.1997,129.9997,1012,0,26.9869,68.2069,82.3722,0.1165,26.1054,28.6430,55.9935,79.2836,73.8480,90.6366
12,50,50,174.9997,131.7997,129.9997,1018,0,26.9753,69.2216,82.4418,0.1165,26.1374,28.6098,56.5331,77.7859,74.0615,92.0275
13,50,50,189.9997,136.7997,129.9997,1068,0,26.9830,70.1070,82.7692,0.1160,25.4795,27.8131,57.9284,82.7303,73.8425,90.8676
14,50,50,189.9997,137.1997,134.9997,1072,0,27.0474,71.1180,81.9312,0.1155,25.5392,28.5947,64.3692,84.6221,70.3462,90.8047
15,50,50,169.9997,134.0997,134.9997,1041,0,27.0599,71.5103,83.3451,0.1159,25.3297,28.8209,61.3818,80.1177,79.0101,91.0402
16,50,50,194.9997,136.9997,134.9997,1070,0,27.1719,71.8663,82.9299,0.1156,26.2707,29.1403,64.8025,77.5883,71.0459,87.8120
17,50,50,194.9997,141.3996,139.9997,1114,0,27.2560,72.4361,83.8982,0.1152,25.5768,29.1403,61.7477,84.5815,72.7535,93.1727
18,50,50,189.9997,137.5997,132.4997,1076,0,27.4254,72.7567,84.3146,0.1158,25.5386,29.8203,63.4790,81.8100,72.8608,95.8019
19,50,50,174.9997,136.2997,134.9997,1063,0,27.7593,74.2506,86.3465,0.1153,25.3468,30.0000,62.3057,82.2861,78.3006,94.9790
20,50,50,189.9997,139.0997,139.9997,1091,0,27.8465,74.7287,86.3242,0.1155,26.0322,29.7085,67.0474,84.4140,78.6009,96.8459
21,50,50,184.9997,133.8997,134.9997,1039,0,27.7403,74.2648,85.8181,0.1164,25.5637,29.1249,64.8809,79.1190,74.9399,96.5944
22,50,50,199.9997,142.1996,139.9997,1122,0,27.7035,74.2477,85.8459,0.1170,26.2971,29.4598,64.0795,80.0153,78.8461,98.7717
23,50,50,184.9997,137.7997,134.9997,1078,0,27.6141,73.9689,86.8812,0.1159,25.9004,29.3176,66.2797,83.0468,75.7229,93.7457
24,50,50,179.9997,144.9996,144.9997,1150,0,27.6218,73.8543,86.1439,0.1167,25.8308,29.0811,64.6650,79.2250,75.2895,90.6154
25,50,50,209.9997,142.6996,139.9997,1127,0,27.6772,73.5287,85.6028,0.1162,25.9801,29.8353,62.8316,79.7982,73.9840,98.2165
26,50,50,169.9997,133.8997,129.9997,1039,0,27.9398,72.9599,85.2600,0.1161,26.1651,29.7331,61.6538,77.8687,75.9725,94.8109
27,50,50,209.9997,140.8996,134.9997,1109,0,27.7991,73.0056,85.0457,0.1159,26.7664,29.5835,60.1012,79.2192,75.4749,92.8586
28,50,50,199.9997,145.3996,144.9997,1154,0,28.1352,73.8591,85.1554,0.1157,26.5045,30.0000,67.6493,77.5515,76.5077,92.8586
29,50,50,189.9997,142.8996,142.4997,1129,0,27.9689,74.3511,84.5375,0.1143,26.0264,28.8160,63.5481,83.3726,74.7836,89.3758
30,50,50,184.9997,139.4996,137.4997,1095,0,27.7712,74.3463,85.1734,0.1142,25.8708,30.0000,68.4899,82.1736,80.5069,90.6265
