generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,5,195.0164,23.3340,8.1250,87,45,18.9742,45.3908,103.9961,0.1015,10.0786,29.6701,3.4154,101.7807,51.4926,146.4422
2,50,5,199.9997,27.7423,7.6833,128,45,24.3492,47.2861,103.2319,0.1063,14.9755,29.6904,8.8379,98.0184,57.2017,146.2798
3,50,9,204.9997,38.6896,9.4500,216,41,27.2241,49.7666,103.5653,0.1160,22.5107,29.6803,11.7595,89.6641,66.7600,138.9670
4,50,29,169.9997,78.4128,104.9997,555,21,28.0342,59.9247,96.2372,0.1210,24.8348,29.6803,30.5354,89.6641,68.8255,122.9970
5,50,50,174.9997,127.1997,124.9997,972,0,28.2832,62.6858,94.6147,0.1257,26.5446,30.0000,43.2082,80.4478,76.5183,118.1199
6,50,50,189.9997,123.4997,119.9997,935,0,28.5947,68.2437,91.0931,0.1273,27.6082,30.0000,51.8896,79.2355,76.5183,107.8103
7,50,50,199.9997,139.5997,139.9997,1096,0,28.5337,68.6697,93.0030,0.1270,26.8823,30.0000,57.2091,78.5833,81.4698,104.0605
8,50,50,194.9997,132.5997,129.9997,1026,0,28.6472,68.9057,91.4012,0.1294,26.5336,30.0000,55.7204,74.8593,79.6020,99.8017
9,50,50,184.9997,138.8996,134.9997,1089,0,28.7744,69.9029,92.1574,0.1305,27.4057,30.0000,60.8752,78.8875,84.8047,104.4299
10,50,50,179.9997,140.3996,134.9997,1104,0,28.8038,70.5720,92.3180,0.1310,27.4057,30.0000,63.5957,78.7754,85.3958,101.4198
11,50,50,214.9997,142.9996,144.9997,1130,0,28.9208,69.4968,92.7722,0.1308,27.4965,30.0000,59.3126,77.6512,89.0551,100.4241
12,50,50,184.9997,138.4997,137.4997,1085,0,29.0430,68.9357,93.8845,0.1327,27.6170,30.0000,56.5829,76.4530,85.9283,104.1261
13,50,50,184.9997,135.6996,134.9997,1057,0,29.0967,68.9034,94.2499,0.1336,27.7225,30.0000,59.5169,76.9342,83.8079,104.7480
14,50,50,184.9997,137.9996,137.4997,1080,0,28.9290,70.3282,94.4044,0.1337,27.5993,29.3922,59.2715,76.9342,84.1593,108.1513
15,50,50,199.9997,140.8996,139.9997,1109,0,28.9781,70.3254,95.6829,0.1342,27.3309,30.0000,62.4550,75.2115,83.9971,109.7724
16,50,50,214.9997,136.3997,129.9997,1064,0,29.1874,69.2202,94.1200,0.1346,27.9921,30.0000,59.1253,73.2697,85.7063,100.8169
17,50,50,209.9997,135.0997,129.9997,1051,0,29.2316,69.7548,94.0759,0.1358,28.7189,30.0000,58.4619,75.3783,82.1828,98.7476
18,50,50,174.9997,136.7997,134.9997,1068,0,29.3180,70.9528,94.6705,0.1365,27.8857,30.0000,58.4399,77.0098,85.5769,104.1203
19,50,50,214.9997,140.5997,139.9997,1106,0,29.3687,71.2189,94.7826,0.1368,27.7231,30.0000,64.2598,78.8259,86.6489,104.6369
20,50,50,204.9997,140.0997,137.4997,1101,0,29.3078,70.4887,93.7056,0.1369,28.1654,30.0000,64.8233,76.8028,81.9635,103.6694
21,50,50,204.9997,135.8996,132.4997,1059,0,29.2981,71.6800,92.8539,0.1364,26.8376,30.0000,64.8245,80.0474,79.0359,103.7447
22,50,50,199.9997,141.1996,139.9997,1112,0,29.3608,71.4536,91.5290,0.1359,27.7249,30.0000,58.8990,75.8445,83.6997,102.0674
23,50,50,194.9997,144.9996,144.9997,1150,0,29.3940,70.7693,92.0349,0.1366,27.6853,30.0000,61.4359,75.9480,84.9606,100.4717
24,50,50,189.9997,142.4996,144.9997,1125,0,29.1069,71.0302,92.4376,0.1368,27.5898,30.0000,65.4316,79.0276,81.7582,102.4428
25,50,50,204.9997,144.2996,139.9997,1143,0,29.2367,72.0262,93.3825,0.1367,27.5357,30.0000,58.5736,83.5086,84.5411,100.0577
26,50,50,184.9997,142.5997,139.9997,1126,0,29.2017,72.7800,93.1321,0.1374,26.6482,30.0000,68.6268,76.7282,85.7542,106.3528
27,50,50,179.9997,137.0997,137.4997,1071,0,29.2515,73.3678,93.1883,0.1383,28.0226,30.0000,59.4387,80.2092,88.2200,102.8861
28,50,50,204.9997,146.9996,144.9997,1170,0,29.2822,73.2010,93.2822,0.1382,27.6643,30.0000,64.0908,77.0625,90.2913,100.2797
29,50,50,189.9997,148.1996,149.9997,1182,0,29.2876,73.4688,93.5372,0.1381,28.1725,30.0000,63.2780,76.2107,84.5671,100.6552
30,50,50,184.9997,139.2997,134.9997,1093,0,29.2737,73.0766,93.6858,0.1377,27.6555,29.7856,63.3139,82.5597,88.1274,102.2157
