generation,evaluated,survivors,best_fitness,mean_fitness,median_fitness,food_eaten,fish_eaten,size_mean,speed_mean,vision_mean,metabolism_mean,size_min,size_max,speed_min,speed_max,vision_min,vision_max
1,50,3,150.0164,24.6356,9.4833,92,47,20.7214,50.1206,97.6808,0.1041,10.0475,29.6290,3.3671,100.5596,50.9413,145.5671
2,50,5,148.7164,31.0216,12.1000,148,44,23.3571,42.0621,94.1715,0.1050,11.8070,28.7718,13.2272,98.4512,56.6365,139.8324
3,50,15,219.9997,51.7959,30.9500,314,35,25.9673,37.7747,89.5844,0.0946,22.3868,29.9692,17.8435,76.0959,67.5423,132.4283
4,50,16,229.9997,57.3742,50.0582,357,32,26.5803,37.5127,89.1399,0.0964,22.8351,29.9692,20.8839,56.6640,69.0214,109.6018
5,50,19,214.9997,73.6142,70.1416,499,31,27.1480,36.3672,86.2249,0.0916,24.1608,29.9692,22.4244,54.0824,71.1290,98.6849
6,50,26,244.9997,73.4092,89.9997,485,24,27.6041,35.6479,87.6597,0.0898,25.6882,29.9692,21.7302,47.7017,75.8049,97.2368
7,50,28,214.9997,74.2185,82.4997,494,22,27.8431,35.0554,84.2125,0.0890,24.0573,30.0000,23.9649,51.4341,76.2471,90.6818
8,50,44,169.9997,109.5494,114.9997,810,6,28.7380,32.0314,83.2230,0.0774,26.3729,30.0000,22.0578,40.7734,74.0570,90.2898
9,50,50,174.9997,112.2997,107.4997,823,0,29.0304,32.7446,83.8495,0.0748,26.9895,30.0000,26.5581,44.4042,80.5281,94.7869
10,50,50,179.9997,114.7997,117.4997,848,0,29.1038,33.4981,84.1572,0.0746,27.1891,30.0000,24.9436,40.2415,81.8405,91.9712
11,50,50,159.9997,111.4997,109.9997,815,0,29.2035,33.0400,84.5168,0.0731,27.7969,29.9917,24.2405,39.0070,75.8433,95.5547
12,50,50,164.9997,120.6997,119.9997,907,0,29.0302,32.0353,84.6755,0.0730,27.2113,30.0000,23.1672,44.1069,75.1100,91.6854
13,50,50,194.9997,115.5997,109.9997,856,0,29.1072,34.2933,83.6196,0.0720,27.6792,30.0000,29.5660,41.5753,73.5486,93.3560
14,50,50,154.9997,117.3997,117.4997,874,0,29.1944,34.4160,83.9206,0.0713,28.2965,30.0000,25.6878,39.9702,74.3696,94.3231
15,50,50,164.9997,123.9997,119.9997,940,0,29.1601,35.1644,83.6979,0.0720,27.4490,30.0000,28.3652,42.0255,74.0179,91.8120
16,50,50,164.9997,116.3997,114.9997,864,0,29.2669,35.2114,84.7265,0.0724,27.7147,30.0000,25.4775,42.2408,78.7638,92.0528
17,50,50,174.9997,127.3997,129.9997,974,0,29.1820,35.3806,84.8205,0.0724,27.9302,30.0000,26.5124,44.4479,81.6322,91.5537
18,50,50,159.9997,111.6997,109.9997,817,0,29.1133,35.6445,84.6159,0.0717,27.4395,30.0000,26.0686,47.0290,76.3148,92.2204
19,50,50,179.9997,123.5997,122.4997,936,0,29.0778,35.8275,84.6588,0.0733,26.9901,30.0000,29.7187,44.0999,76.6594,94.3391
20,50,50,179.9997,118.7997,119.9997,888,0,28.9924,36.5999,83.7308,0.0738,27.1958,29.6195,33.1018,46.5428,77.5941,88.9322
21,50,50,179.9997,130.2997,129.9997,1003,0,29.0037,36.7630,83.1901,0.0747,26.9085,30.0000,32.2415,41.3135,72.7989,85.2636
22,50,50,184.9997,128.6997,127.4997,987,0,29.0854,37.9675,83.6271,0.0744,27.2216,30.0000,34.6854,46.2417,78.6623,89.5024
23,50,50,189.9997,123.4997,124.9997,935,0,29.1169,38.1754,84.0887,0.0747,28.0520,30.0000,28.4318,44.6470,76.5395,93.9281
24,50,50,179.9997,128.0997,129.9997,981,0,29.1769,38.9489,83.8113,0.0753,27.2995,30.0000,35.0219,47.9127,75.3959,89.4255
25,50,50,174.9997,124.9997,124.9997,950,0,29.2254,39.6383,84.2759,0.0752,27.1056,30.0000,31.5972,48.6325,79.5234,90.5047
26,50,50,189.9997,121.1997,114.9997,912,0,29.3045,40.0133,84.1427,0.0758,26.2168,30.0000,30.6784,46.7305,79.7666,92.5559
27,50,50,199.9997,139.1996,134.9997,1092,0,29.1746,40.6629,84.1984,0.0755,27.5383,30.0000,27.6849,49.4879,80.9561,92.1036
28,50,49,229.9997,125.6043,124.9997,957,0,29.2485,41.1260,84.8064,0.0764,26.8884,30.0000,35.1096,44.6330,77.9491,92.7538
29,50,50,194.9997,132.2997,134.9997,1023,0,29.3676,42.0492,85.0351,0.0768,28.2787,30.0000,32.7519,48.7024,76.0294,93.9222
30,50,50,169.9997,126.1997,124.9997,962,0,29.4309,41.8797,84.2441,0.0771,28.5923,30.0000,32.9214,53.8791,74.0285,92.5078
